VPNr, Trial, band, XLoc, YLoc
77,5,6,270,146
77,5,6,147,19
77,5,6,138,68
77,5,6,79,235
77,5,6,152,16
77,5,6,145,224
77,5,6,64,263
77,5,6,123,95
77,5,6,79,221
77,5,6,27,274
77,5,6,61,83
77,5,6,264,41
77,5,6,197,208
77,5,6,357,211
77,5,6,288,118
77,5,6,92,151
77,5,6,85,243
77,5,6,255,236
77,6,5,124,282
77,6,5,107,21
77,6,5,289,240
77,6,6,355,95
77,6,6,309,156
77,6,6,178,237
77,6,6,366,22
77,6,6,273,68
77,6,6,154,78
77,6,6,320,287
77,6,6,250,203
77,6,6,359,199
77,6,6,219,110
77,6,6,244,105
77,6,6,157,107
77,6,6,180,145
77,6,6,350,60
77,6,6,131,166
77,6,6,187,76
77,6,6,223,253
77,6,6,24,127
77,6,6,33,163
77,6,6,208,222
77,6,6,90,170
77,6,6,177,248
77,6,6,254,102
77,6,6,134,74
77,6,6,366,86
77,6,6,61,105
77,7,3,261,233
77,7,5,204,276
77,7,5,26,156
77,7,5,109,139
77,7,5,263,60
77,7,5,234,94
77,7,5,339,39
77,7,6,40,277
77,7,6,59,44
77,7,6,60,26
77,7,6,175,193
77,7,6,320,228
77,7,6,274,137
77,7,6,273,276
77,7,6,195,88
77,7,6,304,69
77,7,6,90,134
77,7,6,238,178
77,7,6,48,36
77,7,6,110,212
77,7,6,158,239
77,7,6,360,115
77,7,6,21,165
77,7,6,288,93
77,7,6,190,64
77,7,6,361,139
77,7,6,208,64
77,7,6,37,18
77,7,6,315,223
77,7,6,76,258
77,7,6,263,190
77,7,6,381,10
77,8,4,226,267
77,8,5,221,3
77,8,5,311,176
77,8,5,185,78
77,8,5,100,139
77,8,5,88,14
77,8,5,65,75
77,8,5,76,175
77,8,5,317,234
77,8,6,309,204
77,8,6,331,225
77,8,6,79,287
77,8,6,36,188
77,8,6,83,71
77,8,6,131,57
77,8,6,195,274
77,8,6,152,169
77,8,6,233,206
77,8,6,155,248
77,8,6,354,217
77,8,6,110,230
77,8,6,55,146
77,8,6,235,203
77,8,6,148,210
77,8,6,341,17
77,8,6,54,249
77,8,6,162,119
77,8,6,369,217
77,8,6,377,68
77,8,6,37,111
77,8,6,193,165
77,8,6,376,142
77,8,6,154,287
77,8,6,101,192
77,8,6,371,194
77,9,2,331,61
77,9,4,154,256
77,9,5,99,279
77,9,5,238,48
77,9,5,318,189
77,9,5,210,73
77,9,5,16,68
77,9,6,139,183
77,9,6,379,60
77,9,6,291,256
77,9,6,182,46
77,9,6,312,138
77,9,6,45,253
77,9,6,244,29
77,9,6,349,11
77,9,6,16,285
77,9,6,264,109
77,9,6,194,220
77,9,6,19,210
77,9,6,270,133
77,9,6,224,98
77,9,6,66,115
77,9,6,354,66
77,9,6,139,94
77,9,6,33,148
77,9,6,320,261
77,9,6,278,111
77,9,6,115,200
77,9,6,339,267
77,9,6,32,140
77,9,6,50,73
77,9,6,340,57
77,9,6,47,157
77,9,6,121,111
77,9,6,304,242
77,9,6,262,121
77,9,6,247,62
77,9,6,238,195
77,10,5,198,158
77,10,5,64,143
77,10,5,206,58
77,10,5,240,8
77,10,5,123,154
77,10,5,126,174
77,10,5,139,39
77,10,5,351,185
77,10,6,253,195
77,10,6,286,243
77,10,6,199,44
77,10,6,147,237
77,10,6,66,96
77,10,6,372,233
77,10,6,86,288
77,10,6,25,123
77,10,6,156,116
77,10,6,43,123
77,10,6,236,285
77,10,6,85,102
77,10,6,103,84
77,10,6,73,7
77,10,6,173,71
77,10,6,334,153
77,10,6,352,281
77,10,6,225,35
77,10,6,356,171
77,10,6,340,123
77,10,6,234,21
77,10,6,356,185
77,10,6,41,202
77,10,6,152,25
77,10,6,83,72
77,10,6,88,203
77,10,6,290,158
77,10,6,213,182
77,10,6,379,183
77,11,4,70,200
77,11,5,83,86
77,11,5,296,145
77,11,5,350,17
77,11,5,168,165
77,11,5,217,238
77,11,5,49,87
77,11,5,1,274
77,11,6,295,217
77,11,6,54,101
77,11,6,59,144
77,11,6,311,183
77,11,6,265,185
77,11,6,281,248
77,11,6,241,53
77,11,6,221,48
77,11,6,348,23
77,11,6,130,168
77,11,6,183,232
77,11,6,204,66
77,11,6,273,43
77,11,6,253,183
77,11,6,89,53
77,11,6,64,44
77,11,6,78,276
77,11,6,7,276
77,11,6,10,280
77,11,6,115,152
77,11,6,332,259
77,11,6,73,191
77,11,6,362,282
77,11,6,42,52
77,11,6,287,15
77,11,6,28,141
77,11,6,327,288
77,11,6,2,157
77,11,6,331,262
77,11,6,325,254
77,11,6,287,34
77,11,6,196,49
77,12,4,233,273
77,12,5,189,127
77,12,5,297,215
77,12,5,171,16
77,12,5,34,230
77,12,5,252,10
77,12,5,214,208
77,12,5,43,63
77,12,5,312,40
77,12,6,339,266
77,12,6,5,109
77,12,6,65,156
77,12,6,40,12
77,12,6,359,280
77,12,6,139,186
77,12,6,27,60
77,12,6,16,136
77,12,6,58,286
77,12,6,164,276
77,12,6,279,168
77,12,6,208,204
77,12,6,2,226
77,12,6,356,3
77,12,6,317,221
77,12,6,383,66
77,12,6,354,185
77,12,6,41,78
77,12,6,294,232
77,12,6,41,136
77,12,6,85,266
77,12,6,124,247
77,12,6,100,253
77,12,6,73,219
77,12,6,13,185
77,12,6,218,109
77,12,6,82,229
77,12,6,56,141
77,12,6,5,54
77,12,6,187,242
77,13,4,348,278
77,13,4,242,39
77,13,5,238,111
77,13,5,381,83
77,13,5,272,155
77,13,5,75,199
77,13,5,20,54
77,13,5,18,255
77,13,6,323,35
77,13,6,158,35
77,13,6,220,274
77,13,6,99,286
77,13,6,135,61
77,13,6,256,281
77,13,6,240,19
77,13,6,144,48
77,13,6,89,16
77,13,6,347,229
77,13,6,144,240
77,13,6,290,180
77,13,6,152,104
77,13,6,35,99
77,13,6,211,133
77,13,6,248,148
77,13,6,313,28
77,13,6,179,170
77,13,6,72,177
77,13,6,20,166
77,13,6,324,144
77,13,6,169,43
77,13,6,11,218
77,13,6,306,85
77,13,6,45,109
77,13,6,319,243
77,13,6,256,277
77,13,6,363,33
77,13,6,249,139
77,13,6,26,259
77,13,6,191,223
77,13,6,24,76
77,13,6,251,39
77,13,6,246,111
77,14,1,336,174
77,14,3,124,82
77,14,4,168,261
77,14,4,356,146
77,14,5,241,208
77,14,5,10,166
77,14,5,18,122
77,14,5,180,7
77,14,5,25,267
77,14,5,206,106
77,14,6,140,44
77,14,6,58,102
77,14,6,130,226
77,14,6,187,134
77,14,6,51,256
77,14,6,260,241
77,14,6,253,284
77,14,6,377,73
77,14,6,240,210
77,14,6,192,245
77,14,6,74,36
77,14,6,2,45
77,14,6,206,148
77,14,6,148,90
77,14,6,2,235
77,14,6,246,130
77,14,6,94,232
77,14,6,317,246
77,14,6,180,280
77,14,6,324,23
77,14,6,92,236
77,14,6,156,135
77,14,6,366,278
77,14,6,294,166
77,14,6,352,143
77,14,6,64,94
77,14,6,114,161
77,14,6,26,20
77,14,6,65,273
77,14,6,312,205
77,14,6,373,288
77,14,6,380,44
77,14,6,369,153
77,14,6,29,90
77,14,6,344,241
77,15,3,323,136
77,15,4,210,52
77,15,4,244,278
77,15,4,206,139
77,15,5,305,27
77,15,5,339,2
77,15,5,197,196
77,15,5,218,138
77,15,5,124,174
77,15,5,351,197
77,15,5,364,29
77,15,5,197,32
77,15,6,210,199
77,15,6,57,224
77,15,6,154,259
77,15,6,118,18
77,15,6,85,24
77,15,6,365,5
77,15,6,45,4
77,15,6,84,4
77,15,6,247,149
77,15,6,95,56
77,15,6,35,107
77,15,6,3,174
77,15,6,184,89
77,15,6,286,242
77,15,6,101,149
77,15,6,172,99
77,15,6,323,283
77,15,6,241,53
77,15,6,48,168
77,15,6,127,78
77,15,6,212,52
77,15,6,261,17
77,15,6,14,83
77,15,6,30,260
77,15,6,326,114
77,15,6,65,124
77,15,6,160,210
77,15,6,157,275
77,15,6,351,275
77,15,6,133,84
77,15,6,341,61
77,15,6,51,150
77,16,4,139,8
77,16,5,193,239
77,16,5,100,14
77,16,5,95,191
77,16,5,127,190
77,16,5,5,207
77,16,5,151,10
77,16,5,156,207
77,16,6,354,284
77,16,6,378,259
77,16,6,333,231
77,16,6,214,121
77,16,6,49,189
77,16,6,332,80
77,16,6,323,21
77,16,6,146,78
77,16,6,59,182
77,16,6,122,277
77,16,6,192,213
77,16,6,5,175
77,16,6,222,233
77,16,6,252,253
77,16,6,347,44
77,16,6,74,228
77,16,6,24,113
77,16,6,116,212
77,16,6,41,229
77,16,6,301,154
77,16,6,98,21
77,16,6,241,8
77,16,6,24,38
77,16,6,174,194
77,16,6,329,144
77,16,6,19,91
77,16,6,247,227
77,16,6,112,144
77,16,6,315,172
77,16,6,206,96
77,16,6,159,229
77,16,6,132,134
77,16,6,142,196
77,16,6,219,188
77,16,6,189,115
77,17,3,185,254
77,17,4,108,173
77,17,4,11,45
77,17,4,321,57
77,17,5,319,98
77,17,5,258,16
77,17,5,282,144
77,17,5,363,84
77,17,5,145,33
77,17,5,371,125
77,17,5,33,207
77,17,5,195,95
77,17,6,290,241
77,17,6,98,154
77,17,6,168,46
77,17,6,231,270
77,17,6,42,260
77,17,6,212,124
77,17,6,59,72
77,17,6,172,154
77,17,6,137,223
77,17,6,339,212
77,17,6,157,175
77,17,6,247,37
77,17,6,191,90
77,17,6,223,272
77,17,6,164,10
77,17,6,357,267
77,17,6,138,75
77,17,6,303,148
77,17,6,217,198
77,17,6,36,252
77,17,6,363,28
77,17,6,325,262
77,17,6,5,151
77,17,6,250,111
77,17,6,250,220
77,17,6,222,182
77,17,6,107,242
77,17,6,164,182
77,17,6,321,78
77,17,6,154,160
77,18,3,253,163
77,18,4,113,180
77,18,4,275,81
77,18,5,159,105
77,18,5,301,40
77,18,5,347,84
77,18,5,192,226
77,18,5,260,44
77,18,5,268,38
77,18,5,364,256
77,18,5,198,196
77,18,5,376,37
77,18,6,289,239
77,18,6,301,55
77,18,6,165,5
77,18,6,125,39
77,18,6,173,165
77,18,6,305,121
77,18,6,205,267
77,18,6,346,157
77,18,6,347,15
77,18,6,311,97
77,18,6,88,237
77,18,6,134,48
77,18,6,11,276
77,18,6,262,248
77,18,6,361,196
77,18,6,353,74
77,18,6,341,265
77,18,6,116,22
77,18,6,295,25
77,18,6,280,129
77,18,6,251,49
77,18,6,205,183
77,18,6,6,136
77,18,6,341,33
77,18,6,170,190
77,18,6,114,274
77,18,6,267,60
77,18,6,214,254
77,18,6,215,217
77,19,2,262,149
77,19,3,201,30
77,19,4,383,104
77,19,5,241,114
77,19,5,3,158
77,19,5,196,72
77,19,5,18,243
77,19,5,19,92
77,19,5,301,281
77,19,5,226,225
77,19,5,280,188
77,19,5,256,271
77,19,5,206,115
77,19,6,258,127
77,19,6,52,127
77,19,6,211,114
77,19,6,153,217
77,19,6,201,142
77,19,6,35,73
77,19,6,172,184
77,19,6,273,286
77,19,6,358,27
77,19,6,367,47
77,19,6,373,172
77,19,6,93,21
77,19,6,116,235
77,19,6,30,103
77,19,6,51,46
77,19,6,24,203
77,19,6,34,178
77,19,6,67,188
77,19,6,192,82
77,19,6,319,236
77,19,6,361,1
77,19,6,246,3
77,19,6,41,31
77,19,6,141,70
77,19,6,133,72
77,19,6,149,122
77,19,6,246,227
77,20,4,101,25
77,20,5,115,265
77,20,5,181,78
77,20,5,293,223
77,20,5,9,254
77,20,5,307,94
77,20,5,257,86
77,20,5,358,82
77,20,5,65,215
77,20,5,184,189
77,20,5,372,91
77,20,5,30,228
77,20,5,141,169
77,20,5,71,23
77,20,6,60,239
77,20,6,116,111
77,20,6,250,236
77,20,6,295,108
77,20,6,73,187
77,20,6,2,82
77,20,6,246,171
77,20,6,125,285
77,20,6,48,212
77,20,6,61,126
77,20,6,320,104
77,20,6,30,161
77,20,6,106,39
77,20,6,269,140
77,20,6,71,30
77,20,6,78,39
77,20,6,125,274
77,20,6,205,72
77,20,6,168,193
77,20,6,211,176
77,20,6,332,110
77,20,6,288,46
77,20,6,23,98
77,20,6,314,109
77,20,6,374,175
77,20,6,130,268
77,20,6,345,246
77,20,6,99,83
77,20,6,300,203
77,21,4,35,22
77,21,4,71,10
77,21,5,279,42
77,21,5,245,228
77,21,5,218,109
77,21,5,316,88
77,21,5,123,227
77,21,5,194,76
77,21,5,282,47
77,21,6,354,65
77,21,6,33,22
77,21,6,296,236
77,21,6,285,219
77,21,6,370,135
77,21,6,303,122
77,21,6,363,1
77,21,6,377,165
77,21,6,134,161
77,21,6,116,46
77,21,6,256,198
77,21,6,305,101
77,21,6,97,100
77,21,6,127,268
77,21,6,291,84
77,21,6,233,221
77,21,6,325,260
77,21,6,229,20
77,21,6,84,251
77,21,6,160,191
77,21,6,301,72
77,21,6,213,67
77,21,6,3,221
77,21,6,9,114
77,21,6,97,59
77,21,6,255,264
77,21,6,3,215
77,21,6,308,262
77,21,6,375,35
77,21,6,200,237
77,21,6,245,275
77,21,6,364,279
77,21,6,26,127
77,21,6,124,39
77,21,6,52,233
77,21,6,202,272
77,21,6,380,119
77,22,3,254,168
77,22,4,350,184
77,22,5,202,75
77,22,5,20,211
77,22,5,64,81
77,22,5,100,158
77,22,5,208,227
77,22,5,334,227
77,22,6,373,52
77,22,6,358,14
77,22,6,93,3
77,22,6,258,261
77,22,6,220,45
77,22,6,193,164
77,22,6,73,94
77,22,6,275,160
77,22,6,55,110
77,22,6,153,167
77,22,6,8,167
77,22,6,358,31
77,22,6,282,280
77,22,6,234,208
77,22,6,117,133
77,22,6,19,111
77,22,6,139,83
77,22,6,314,130
77,22,6,310,228
77,22,6,109,20
77,22,6,22,184
77,22,6,163,261
77,22,6,161,45
77,22,6,208,270
77,22,6,254,114
77,22,6,100,245
77,22,6,363,109
77,22,6,26,53
77,22,6,222,54
77,22,6,112,133
77,22,6,134,92
77,22,6,177,68
77,22,6,11,190
77,22,6,61,232
77,22,6,157,95
77,22,6,287,215
77,22,6,67,34
77,23,4,302,152
77,23,5,220,122
77,23,5,277,22
77,23,5,229,249
77,23,5,173,188
77,23,5,117,175
77,23,5,108,231
77,23,5,306,275
77,23,5,171,132
77,23,5,231,243
77,23,5,12,54
77,23,5,363,274
77,23,5,174,234
77,23,5,357,194
77,23,6,143,117
77,23,6,169,196
77,23,6,179,275
77,23,6,137,98
77,23,6,345,158
77,23,6,288,36
77,23,6,175,22
77,23,6,255,203
77,23,6,353,191
77,23,6,266,246
77,23,6,180,133
77,23,6,310,238
77,23,6,74,8
77,23,6,22,42
77,23,6,66,181
77,23,6,12,137
77,23,6,261,34
77,23,6,91,84
77,23,6,67,94
77,23,6,308,87
77,23,6,298,160
77,23,6,214,211
77,23,6,298,260
77,23,6,54,229
77,23,6,73,9
77,23,6,49,39
77,23,6,50,270
77,23,6,105,272
77,23,6,246,252
77,23,6,141,69
77,24,3,227,139
77,24,3,77,69
77,24,4,300,178
77,24,4,56,207
77,24,4,155,134
77,24,4,272,116
77,24,5,6,22
77,24,5,227,129
77,24,5,356,28
77,24,5,145,158
77,24,5,43,261
77,24,5,244,261
77,24,6,243,5
77,24,6,122,33
77,24,6,242,18
77,24,6,259,138
77,24,6,118,149
77,24,6,272,235
77,24,6,122,90
77,24,6,133,192
77,24,6,331,220
77,24,6,337,251
77,24,6,67,245
77,24,6,369,222
77,24,6,337,20
77,24,6,249,94
77,24,6,246,254
77,24,6,144,221
77,24,6,65,150
77,24,6,241,206
77,24,6,118,76
77,24,6,352,178
77,24,6,36,181
77,24,6,74,224
77,24,6,332,97
77,24,6,52,221
77,24,6,123,73
77,24,6,77,20
77,24,6,212,117
77,24,6,289,141
77,24,6,148,18
77,24,6,83,157
77,24,6,158,260
77,25,4,114,48
77,25,4,122,32
77,25,5,320,280
77,25,5,84,204
77,25,5,15,178
77,25,5,258,11
77,25,5,2,42
77,25,5,332,80
77,25,5,205,151
77,25,5,218,96
77,25,5,159,120
77,25,5,378,17
77,25,6,153,228
77,25,6,229,90
77,25,6,347,27
77,25,6,123,256
77,25,6,253,198
77,25,6,182,41
77,25,6,366,255
77,25,6,168,241
77,25,6,125,106
77,25,6,306,29
77,25,6,366,1
77,25,6,114,14
77,25,6,171,228
77,25,6,351,154
77,25,6,309,163
77,25,6,289,3
77,25,6,184,73
77,25,6,119,279
77,25,6,81,150
77,25,6,87,164
77,25,6,384,38
77,25,6,367,36
77,25,6,72,187
77,25,6,50,24
77,25,6,254,8
77,25,6,379,156
77,25,6,144,204
77,25,6,364,111
77,25,6,267,174
77,25,6,298,171
77,26,4,154,110
77,26,5,228,20
77,26,5,79,209
77,26,5,221,58
77,26,5,324,123
77,26,5,210,153
77,26,5,72,24
77,26,5,179,9
77,26,6,168,161
77,26,6,246,10
77,26,6,273,49
77,26,6,228,176
77,26,6,297,17
77,26,6,329,111
77,26,6,154,94
77,26,6,214,86
77,26,6,141,101
77,26,6,243,192
77,26,6,381,272
77,26,6,135,56
77,26,6,354,84
77,26,6,212,265
77,26,6,35,75
77,26,6,164,167
77,26,6,346,63
77,26,6,372,125
77,26,6,302,152
77,26,6,128,125
77,26,6,276,264
77,26,6,342,39
77,26,6,47,258
77,26,6,251,12
77,26,6,194,258
77,26,6,149,85
77,26,6,90,58
77,26,6,147,172
77,26,6,104,180
77,26,6,309,30
77,26,6,281,187
77,26,6,183,269
77,26,6,38,173
77,27,4,115,117
77,27,4,117,219
77,27,4,139,36
77,27,5,237,103
77,27,5,140,20
77,27,5,333,132
77,27,5,30,261
77,27,5,109,177
77,27,5,255,58
77,27,5,369,192
77,27,5,208,251
77,27,5,214,7
77,27,5,186,233
77,27,5,283,165
77,27,6,4,207
77,27,6,173,190
77,27,6,290,232
77,27,6,12,225
77,27,6,218,22
77,27,6,97,39
77,27,6,217,156
77,27,6,27,285
77,27,6,97,91
77,27,6,116,13
77,27,6,203,74
77,27,6,157,273
77,27,6,354,35
77,27,6,228,104
77,27,6,277,151
77,27,6,101,143
77,27,6,329,209
77,27,6,77,46
77,27,6,143,249
77,27,6,263,183
77,27,6,55,23
77,27,6,337,122
77,27,6,188,133
77,27,6,199,79
77,27,6,89,260
77,27,6,349,174
77,28,3,356,26
77,28,4,128,152
77,28,4,95,157
77,28,4,300,151
77,28,5,358,43
77,28,5,161,81
77,28,5,230,11
77,28,5,25,93
77,28,5,38,49
77,28,5,143,12
77,28,6,273,185
77,28,6,67,18
77,28,6,157,134
77,28,6,78,251
77,28,6,230,7
77,28,6,346,131
77,28,6,23,31
77,28,6,384,250
77,28,6,237,8
77,28,6,124,134
77,28,6,39,165
77,28,6,126,130
77,28,6,222,22
77,28,6,23,87
77,28,6,201,162
77,28,6,93,263
77,28,6,318,129
77,28,6,378,167
77,28,6,91,234
77,28,6,174,72
77,28,6,367,42
77,28,6,197,280
77,28,6,249,178
77,28,6,181,167
77,28,6,350,109
77,28,6,88,122
77,28,6,106,129
77,28,6,241,154
77,28,6,149,252
77,29,4,37,97
77,29,4,56,71
77,29,4,146,78
77,29,4,83,183
77,29,5,308,61
77,29,5,345,215
77,29,5,206,280
77,29,5,217,63
77,29,5,330,249
77,29,5,121,95
77,29,6,323,142
77,29,6,20,225
77,29,6,164,81
77,29,6,129,106
77,29,6,306,12
77,29,6,280,252
77,29,6,110,190
77,29,6,90,180
77,29,6,29,279
77,29,6,235,111
77,29,6,12,247
77,29,6,232,245
77,29,6,194,3
77,29,6,353,119
77,29,6,282,44
77,29,6,314,262
77,29,6,299,219
77,29,6,156,203
77,29,6,218,169
77,29,6,133,203
77,29,6,62,1
77,29,6,216,158
77,29,6,212,201
77,29,6,357,272
77,29,6,347,174
77,29,6,356,34
77,29,6,131,11
77,29,6,207,213
77,30,3,200,169
77,30,4,74,145
77,30,4,20,17
77,30,4,129,182
77,30,4,343,194
77,30,5,264,201
77,30,5,308,191
77,30,5,200,96
77,30,5,359,71
77,30,5,197,214
77,30,5,98,244
77,30,5,207,263
77,30,6,135,270
77,30,6,357,170
77,30,6,40,106
77,30,6,106,77
77,30,6,87,1
77,30,6,343,131
77,30,6,223,91
77,30,6,382,284
77,30,6,371,192
77,30,6,279,97
77,30,6,201,79
77,30,6,276,225
77,30,6,32,64
77,30,6,79,180
77,30,6,279,241
77,30,6,8,59
77,30,6,181,109
77,30,6,131,19
77,30,6,293,116
77,30,6,259,159
77,30,6,20,89
77,30,6,371,269
77,30,6,146,178
77,30,6,217,240
77,30,6,368,22
77,31,5,360,213
77,31,5,98,208
77,31,5,267,223
77,31,5,287,92
77,31,5,197,223
77,31,5,220,275
77,31,5,66,262
77,31,5,289,83
77,31,5,241,134
77,31,5,50,159
77,31,5,373,128
77,31,5,227,32
77,31,6,77,47
77,31,6,15,79
77,31,6,89,104
77,31,6,52,288
77,31,6,198,112
77,31,6,96,106
77,31,6,154,267
77,31,6,191,176
77,31,6,2,170
77,31,6,299,190
77,31,6,203,238
77,31,6,370,91
77,31,6,307,83
77,31,6,6,28
77,31,6,127,89
77,31,6,7,47
77,31,6,171,221
77,31,6,262,206
77,31,6,177,265
77,31,6,380,269
77,31,6,178,261
77,31,6,149,174
77,31,6,216,244
77,31,6,110,192
77,32,4,174,131
77,32,4,12,184
77,32,4,23,49
77,32,5,263,160
77,32,5,3,83
77,32,5,145,43
77,32,5,29,133
77,32,5,143,238
77,32,5,207,236
77,32,5,177,5
77,32,5,2,48
77,32,6,141,207
77,32,6,62,81
77,32,6,248,83
77,32,6,124,45
77,32,6,149,258
77,32,6,341,114
77,32,6,260,73
77,32,6,365,180
77,32,6,80,32
77,32,6,218,80
77,32,6,28,46
77,32,6,20,197
77,32,6,301,233
77,32,6,102,259
77,32,6,234,5
77,32,6,133,154
77,32,6,242,129
77,32,6,312,42
77,32,6,375,241
77,32,6,131,178
77,32,6,117,26
77,32,6,201,238
77,32,6,294,273
77,32,6,129,113
77,32,6,58,97
77,32,6,213,159
77,32,6,62,34
77,32,6,154,240
77,33,4,380,228
77,33,5,328,140
77,33,5,336,97
77,33,5,79,143
77,33,5,12,239
77,33,5,102,196
77,33,6,305,197
77,33,6,250,69
77,33,6,184,270
77,33,6,93,61
77,33,6,105,224
77,33,6,128,174
77,33,6,71,26
77,33,6,119,67
77,33,6,350,270
77,33,6,13,171
77,33,6,17,123
77,33,6,201,243
77,33,6,241,74
77,33,6,348,221
77,33,6,217,259
77,33,6,142,98
77,33,6,238,26
77,33,6,145,54
77,33,6,312,209
77,33,6,260,264
77,33,6,316,159
77,33,6,6,28
77,33,6,198,275
77,33,6,324,270
77,33,6,374,108
77,33,6,124,226
77,33,6,82,277
77,33,6,358,106
77,33,6,133,200
77,33,6,276,231
77,33,6,228,28
77,33,6,215,13
77,33,6,291,190
77,33,6,231,66
77,33,6,275,209
77,33,6,133,10
77,34,4,165,13
77,34,4,87,192
77,34,4,335,100
77,34,5,11,261
77,34,5,181,263
77,34,5,126,200
77,34,5,7,148
77,34,5,128,97
77,34,6,367,217
77,34,6,129,183
77,34,6,160,167
77,34,6,369,178
77,34,6,58,242
77,34,6,279,32
77,34,6,62,86
77,34,6,163,153
77,34,6,106,239
77,34,6,305,79
77,34,6,237,30
77,34,6,258,101
77,34,6,258,86
77,34,6,262,114
77,34,6,151,60
77,34,6,279,236
77,34,6,356,149
77,34,6,75,174
77,34,6,77,119
77,34,6,328,124
77,34,6,356,108
77,34,6,269,170
77,34,6,39,119
77,34,6,356,16
77,34,6,148,70
77,34,6,88,103
77,34,6,355,145
77,34,6,309,101
77,34,6,177,274
77,34,6,52,21
77,34,6,272,269
77,34,6,42,188
77,34,6,57,200
77,35,3,215,211
77,35,4,25,142
77,35,4,89,98
77,35,4,212,215
77,35,5,159,147
77,35,5,50,62
77,35,5,113,130
77,35,5,93,76
77,35,5,343,169
77,35,5,361,179
77,35,6,97,30
77,35,6,210,128
77,35,6,266,219
77,35,6,154,164
77,35,6,79,272
77,35,6,197,80
77,35,6,88,275
77,35,6,265,204
77,35,6,253,225
77,35,6,223,145
77,35,6,338,114
77,35,6,94,82
77,35,6,348,203
77,35,6,328,110
77,35,6,244,10
77,35,6,354,136
77,35,6,200,221
77,35,6,130,181
77,35,6,126,90
77,35,6,249,125
77,35,6,40,69
77,35,6,374,202
77,35,6,254,94
77,35,6,8,165
77,35,6,14,77
77,35,6,74,130
77,35,6,296,181
77,35,6,121,85
77,35,6,31,50
77,35,6,277,26
77,35,6,353,124
77,35,6,31,165
77,35,6,320,101
77,35,6,300,205
77,36,2,228,66
77,36,3,263,93
77,36,4,288,288
77,36,4,104,269
77,36,5,268,28
77,36,5,95,270
77,36,5,185,255
77,36,5,300,6
77,36,5,296,198
77,36,5,334,168
77,36,5,241,33
77,36,5,83,11
77,36,5,171,95
77,36,5,111,143
77,36,6,70,269
77,36,6,362,171
77,36,6,1,261
77,36,6,263,22
77,36,6,383,91
77,36,6,311,133
77,36,6,226,138
77,36,6,213,51
77,36,6,226,45
77,36,6,172,155
77,36,6,178,241
77,36,6,383,281
77,36,6,287,58
77,36,6,14,55
77,36,6,222,181
77,36,6,141,184
77,36,6,343,74
77,36,6,110,37
77,36,6,203,237
77,36,6,116,227
77,36,6,168,159
77,36,6,379,199
77,36,6,373,28
77,36,6,345,17
77,36,6,48,182
77,36,6,143,93
