VPNr, Trial, Amount, Image, Response, Correct, Time
1,177,182,Vogel,Vogel,1,3.473953e+00
1,178,181,Fenster,Fenster,1,1.580132e+00
1,179,180,Aegypten,Aegypten,1,1.700404e+00
1,180,179,Bruecke,Bruecke,1,1.957553e+00
1,181,178,Fenster,Fenster,1,2.954616e+00
1,182,177,Blumen,Blumen,1,1.526241e+00
1,183,176,Allee,Abend,0,5.996240e+00
1,184,179,Abend,Vogel,0,3.725772e+00
1,185,182,Abend,Abend,1,3.723778e+00
1,186,181,Vogel,Berg,0,3.646078e+00
1,187,184,Fenster,Fenster,1,1.622012e+00
1,188,183,Vogel,Abend,0,3.346054e+00
1,189,186,Aegypten,Aegypten,1,1.703709e+00
1,190,185,Bruecke,Fenster,0,2.690333e+00
1,191,188,Blumen,Blumen,1,1.298475e+00
1,192,187,Fenster,Fenster,1,1.500089e+00
1,193,186,Bruecke,Bruecke,1,1.538464e+00
1,194,185,Vogel,Vogel,1,2.435738e+00
1,195,184,Aegypten,Aegypten,1,1.566272e+00
1,196,183,Fenster,Fenster,1,1.814519e+00
1,197,182,Fische,Vogel,0,1.998253e+00
1,198,185,Bruecke,Bruecke,1,1.603743e+00
1,199,184,Aegypten,Aegypten,1,1.494403e+00
1,200,183,Bruecke,Bruecke,1,1.760544e+00
1,201,182,Vogel,Vogel,1,4.718482e+00
1,202,181,Blumen,Blumen,1,1.449648e+00
1,203,180,Allee,Berg,0,3.676363e+00
1,204,183,Vogel,Vogel,1,2.933704e+00
1,205,182,Bruecke,Bruecke,1,1.711802e+00
1,206,181,Fische,Fische,1,3.191735e+00
1,207,180,Berg,Allee,0,2.246251e+00
1,208,183,Fenster,Fenster,1,1.665830e+00
1,209,182,Blumen,Blumen,1,6.621881e+00
1,210,181,Fische,Fenster,0,1.792290e+00
1,211,184,Aegypten,Aegypten,1,1.835788e+00
1,212,183,Fenster,Fenster,1,2.596191e+00
1,213,182,Fenster,Fenster,1,1.637795e+00
1,214,181,Fische,Fische,1,1.711915e+00
1,215,180,Fische,Fische,1,1.381828e+00
1,216,179,Vogel,Abend,0,5.342203e+00
1,217,182,Vogel,Abend,0,2.789713e+00
1,218,185,Tor,Tor,1,1.870079e+00
1,219,184,Aegypten,Aegypten,1,1.665939e+00
1,220,183,Vogel,Vogel,1,2.151923e+00
1,221,182,Aegypten,Aegypten,1,1.502419e+00
1,222,181,Vogel,Fische,0,3.081868e+00
1,223,184,Fenster,Fenster,1,1.840347e+00
1,224,183,Blumen,Blumen,1,1.693749e+00
1,225,182,Bruecke,Bruecke,1,1.576378e+00
1,226,181,Blumen,Blumen,1,3.067904e+00
1,227,180,Fische,Fische,1,2.117647e+00
1,228,179,Blumen,Blumen,1,1.673733e+00
1,229,178,Vogel,Vogel,1,3.513989e+00
1,230,177,Blumen,Blumen,1,1.504435e+00
1,231,176,Aegypten,Aegypten,1,1.408235e+00
1,232,175,Fische,Fische,1,1.803734e+00
1,233,174,Tor,Tor,1,1.455277e+01
1,234,173,Aegypten,Berg,0,5.328294e+00
1,235,176,Bruecke,Bruecke,1,1.728234e+00
1,236,175,Vogel,Vogel,1,5.886335e+00
1,237,174,Bruecke,Bruecke,1,1.767670e+00
1,238,173,Blumen,Blumen,1,1.662192e+00
1,239,172,Bruecke,Bruecke,1,1.698218e+00
1,240,171,Blumen,Blumen,1,1.326455e+00
1,241,170,Allee,Allee,1,3.452088e+00
1,242,169,Fische,Fische,1,7.279863e+00
1,243,168,Abend,Abend,1,3.972141e+00
1,244,167,Tor,Tor,1,2.295830e+00
1,245,166,Blumen,Blumen,1,2.064182e+00
1,246,165,Allee,Allee,1,3.215962e+00
1,247,164,Aegypten,Aegypten,1,1.913744e+00
1,248,163,Fische,Fische,1,1.726154e+00
1,249,162,Aegypten,Aegypten,1,2.078542e+00
1,250,161,Vogel,Tor,0,3.193677e+00
1,251,164,Fenster,Fenster,1,2.003801e+00
1,252,163,Fische,Fische,1,3.028163e+00
1,253,162,Allee,Allee,1,2.304166e+00
1,254,161,Vogel,Vogel,1,4.407714e+00
1,255,160,Abend,Abend,1,2.042096e+00
1,256,159,Fische,Fische,1,1.916070e+00
1,257,158,Berg,Berg,1,2.961993e+00
1,258,157,Fenster,Fenster,1,2.152078e+00
1,259,156,Fische,Fische,1,1.945719e+00
1,260,155,Blumen,Blumen,1,1.432009e+00
1,261,154,Berg,Berg,1,5.111873e+00
1,262,153,Abend,Abend,1,2.120427e+00
1,263,152,Berg,Berg,1,2.106086e+00
1,264,151,Aegypten,Aegypten,1,1.440476e+00
1,265,150,Berg,Berg,1,1.956398e+00
1,266,149,Fenster,Fenster,1,1.546269e+00
1,267,148,Fische,Fische,1,2.548068e+00
1,268,147,Bruecke,Bruecke,1,2.066025e+00
1,269,146,Vogel,Vogel,1,5.190587e+00
1,270,145,Aegypten,Aegypten,1,2.065847e+00
1,271,144,Fenster,Fenster,1,1.802079e+00
1,272,143,Berg,Berg,1,4.424141e+00
1,273,142,Aegypten,Aegypten,1,1.483780e+00
1,274,141,Allee,Tor,0,6.116638e+00
1,275,144,Fische,Fische,1,2.287976e+00
1,276,143,Blumen,Blumen,1,1.623604e+00
1,277,142,Vogel,Blumen,0,3.768478e+00
1,278,145,Aegypten,Aegypten,1,1.695920e+00
1,279,144,Fische,Fenster,0,1.877805e+00
1,280,147,Vogel,Vogel,1,4.682389e+00
1,281,146,Vogel,Vogel,1,6.304574e+00
1,282,145,Blumen,Blumen,1,1.627961e+00
1,283,144,Bruecke,Bruecke,1,1.843680e+00
1,284,143,Blumen,Blumen,1,1.516434e+00
1,285,142,Bruecke,Bruecke,1,2.147778e+00
1,286,141,Fische,Fische,1,6.145808e+00
1,287,140,Bruecke,Bruecke,1,2.123686e+00
1,288,139,Berg,Berg,1,2.634005e+00
1,289,138,Berg,Berg,1,2.107850e+00
1,290,137,Tor,Tor,1,3.223818e+00
1,291,136,Bruecke,Bruecke,1,2.148399e+00
1,292,135,Blumen,Blumen,1,1.572232e+00
1,293,134,Fenster,Fenster,1,1.478314e+00
1,294,133,Berg,Berg,1,2.534583e+00
1,295,132,Berg,Berg,1,4.761861e+00
1,296,131,Vogel,Berg,0,3.564145e+00
1,297,134,Bruecke,Bruecke,1,1.686327e+00
1,298,133,Bruecke,Bruecke,1,1.771727e+00
1,299,132,Aegypten,Aegypten,1,1.879818e+00
1,300,131,Fische,Fische,1,2.294213e+00
1,301,130,Fenster,Fenster,1,1.829927e+00
1,302,129,Berg,Berg,1,4.486292e+00
1,303,128,Berg,Berg,1,1.775627e+00
1,304,127,Fenster,Fenster,1,1.763660e+00
1,305,126,Abend,Abend,1,3.141846e+00
1,306,125,Blumen,Blumen,1,1.580252e+00
1,307,124,Aegypten,Aegypten,1,2.035595e+00
1,308,123,Blumen,Blumen,1,1.619817e+00
1,309,122,Fische,Vogel,0,9.923992e+00
1,310,125,Allee,Allee,1,1.922256e+00
1,311,124,Bruecke,Bruecke,1,1.592146e+00
1,312,123,Abend,Abend,1,2.937788e+00
1,313,122,Berg,Vogel,0,2.064206e+00
1,314,125,Blumen,Blumen,1,2.476248e+00
1,315,124,Berg,Berg,1,2.344418e+00
1,316,123,Allee,Bruecke,0,1.609612e+00
1,317,126,Blumen,Blumen,1,1.988186e+00
1,318,125,Berg,Berg,1,9.314846e+00
1,319,124,Blumen,Blumen,1,1.843889e+00
1,320,123,Allee,Allee,1,2.372108e+00
1,321,122,Fische,Fische,1,2.212036e+00
1,322,121,Bruecke,Bruecke,1,1.887606e+00
1,323,120,Bruecke,Bruecke,1,1.740071e+00
1,324,119,Allee,Allee,1,2.274403e+00
1,325,118,Aegypten,Abend,0,2.474214e+00
1,326,121,Aegypten,Tor,0,5.854528e+00
1,327,124,Fenster,Fische,0,1.740534e+00
1,328,127,Allee,Allee,1,1.678172e+00
1,329,126,Aegypten,Aegypten,1,1.850319e+00
1,330,125,Allee,Fische,0,3.443916e+00
1,331,128,Bruecke,Bruecke,1,1.677674e+00
1,332,127,Fische,Fische,1,1.372642e+01
1,333,126,Bruecke,Bruecke,1,2.187922e+00
1,334,125,Vogel,Tor,0,2.798487e+00
1,335,128,Fenster,Fenster,1,1.696322e+00
1,336,127,Fische,Fische,1,1.715746e+00
1,337,126,Berg,Berg,1,1.865699e+00
1,338,125,Fische,Fische,1,1.788416e+00
1,339,124,Fische,Fische,1,1.509970e+00
1,340,123,Bruecke,Bruecke,1,1.507799e+00
1,341,122,Aegypten,Vogel,0,1.161291e+01
1,342,125,Vogel,Abend,0,1.989643e+00
1,343,128,Aegypten,Aegypten,1,1.657997e+00
1,344,127,Vogel,Vogel,1,3.291966e+00
1,345,126,Tor,Tor,1,2.262501e+00
1,346,125,Bruecke,Bruecke,1,1.760226e+00
1,347,124,Abend,Abend,1,1.838112e+00
1,348,123,Bruecke,Bruecke,1,1.782363e+00
1,349,122,Abend,Abend,1,2.800489e+00
1,350,121,Allee,Aegypten,0,2.020207e+00
1,351,124,Allee,Allee,1,1.449956e+00
1,352,123,Fenster,Fenster,1,1.955673e+00
1,353,122,Tor,Tor,1,1.884314e+00
1,354,121,Allee,Allee,1,1.817733e+00
1,355,120,Berg,Berg,1,5.620474e+00
1,356,119,Aegypten,Aegypten,1,1.534380e+00
1,357,118,Bruecke,Bruecke,1,1.709554e+00
1,358,117,Tor,Tor,1,1.654429e+00
1,359,116,Abend,Abend,1,1.703926e+00
1,360,115,Fenster,Fenster,1,1.646379e+00
1,361,114,Fische,Fische,1,3.321881e+00
1,362,113,Bruecke,Bruecke,1,2.743913e+00
1,363,112,Bruecke,Bruecke,1,1.578102e+00
1,364,111,Blumen,Blumen,1,1.750147e+00
1,365,110,Allee,Allee,1,2.490534e+00
1,366,109,Abend,Abend,1,3.485911e+00
1,367,108,Blumen,Blumen,1,1.819691e+00
1,368,107,Fische,Vogel,0,1.604470e+00
1,369,110,Bruecke,Bruecke,1,1.653776e+00
1,370,109,Berg,Berg,1,1.860004e+00
1,371,108,Bruecke,Bruecke,1,1.467776e+00
1,372,107,Tor,Tor,1,2.064178e+00
1,373,106,Abend,Abend,1,1.907777e+00
1,374,105,Aegypten,Aegypten,1,1.826213e+00
1,375,104,Fische,Vogel,0,3.074035e+00
1,376,107,Abend,Abend,1,1.673825e+00
1,377,106,Vogel,Tor,0,2.090551e+00
1,378,109,Vogel,Tor,0,2.776551e+00
1,379,112,Blumen,Blumen,1,1.514201e+00
1,380,111,Bruecke,Bruecke,1,2.911640e+00
1,381,110,Tor,Tor,1,3.128475e+00
1,382,109,Allee,Allee,1,1.931649e+00
1,383,108,Abend,Abend,1,2.313604e+00
1,384,107,Allee,Allee,1,1.744028e+00
1,385,106,Aegypten,Vogel,0,1.846409e+00
1,386,109,Vogel,Vogel,1,1.603703e+00
1,387,108,Fische,Fische,1,2.224290e+00
1,388,107,Blumen,Blumen,1,1.426048e+00
1,389,106,Tor,Tor,1,4.989981e+00
1,390,105,Tor,Tor,1,1.640407e+00
1,391,104,Abend,Abend,1,1.802396e+00
1,392,103,Fenster,Fenster,1,1.649767e+00
1,393,102,Abend,Abend,1,2.005759e+00
1,394,101,Blumen,Blumen,1,1.823892e+00
1,395,100,Tor,Tor,1,1.647663e+00
1,396,99,Vogel,Tor,0,1.745872e+00
1,397,102,Fische,Fische,1,2.936337e+00
1,398,101,Fische,Fische,1,1.948215e+00
1,399,100,Abend,Abend,1,2.208189e+00
1,400,99,Blumen,Blumen,1,1.686475e+00
1,401,98,Berg,Berg,1,4.557788e+00
1,402,97,Abend,Abend,1,1.894046e+00
1,403,96,Fische,Berg,0,2.620073e+00
1,404,99,Fenster,Fenster,1,1.732318e+00
1,405,98,Abend,Abend,1,1.796060e+00
1,406,97,Abend,Abend,1,1.680150e+00
1,407,96,Tor,Tor,1,1.649880e+00
1,408,95,Abend,Abend,1,1.539852e+00
1,409,94,Berg,Berg,1,2.992049e+00
1,410,93,Berg,Berg,1,1.712174e+00
1,411,92,Aegypten,Aegypten,1,1.546357e+00
1,412,91,Bruecke,Bruecke,1,1.694446e+00
1,413,90,Blumen,Bruecke,0,1.427662e+00
1,414,93,Vogel,Fenster,0,3.671714e+00
1,415,96,Abend,Abend,1,1.948365e+00
1,416,95,Blumen,Blumen,1,1.522217e+00
1,417,94,Bruecke,Bruecke,1,1.563890e+00
1,418,93,Abend,Abend,1,1.558470e+00
1,419,92,Vogel,Vogel,1,2.128557e+00
1,420,91,Fenster,Fenster,1,4.070123e+00
1,421,90,Aegypten,Aegypten,1,5.977930e+00
1,422,89,Abend,Abend,1,1.533710e+00
1,423,88,Fenster,Fenster,1,1.952386e+00
1,424,87,Blumen,Blumen,1,1.618542e+00
1,425,86,Fenster,Fenster,1,1.479816e+00
1,426,85,Tor,Tor,1,1.620311e+00
1,427,84,Vogel,Vogel,1,3.493687e+00
1,428,83,Berg,Vogel,0,2.130527e+00
1,429,86,Allee,Fenster,0,3.596262e+00
1,430,89,Vogel,Fische,0,2.576449e+00
1,431,92,Abend,Abend,1,1.600320e+00
1,432,91,Allee,Abend,0,2.180411e+00
1,433,94,Bruecke,Bruecke,1,2.476089e+00
1,434,93,Bruecke,Bruecke,1,3.083870e+00
1,435,92,Berg,Berg,1,2.389718e+00
1,436,91,Vogel,Bruecke,0,1.977805e+00
1,437,94,Allee,Allee,1,2.431707e+00
1,438,93,Vogel,Allee,0,2.846545e+00
1,439,96,Bruecke,Bruecke,1,2.138144e+00
1,440,95,Abend,Abend,1,2.219811e+00
1,441,94,Berg,Berg,1,3.874398e+00
1,442,93,Bruecke,Bruecke,1,1.520326e+00
1,443,92,Aegypten,Aegypten,1,1.797678e+00
1,444,91,Tor,Tor,1,2.723615e+00
1,445,90,Aegypten,Aegypten,1,3.286364e+00
1,446,89,Fische,Fenster,0,1.633954e+00
1,447,92,Blumen,Blumen,1,1.269932e+00
1,448,91,Allee,Vogel,0,2.610469e+00
1,449,94,Tor,Tor,1,1.855827e+00
1,450,93,Allee,Berg,0,1.792241e+00
1,451,96,Berg,Berg,1,2.162349e+00
1,452,95,Bruecke,Bruecke,1,1.542460e+00
1,453,94,Fenster,Fenster,1,1.743579e+00
1,454,93,Vogel,Vogel,1,1.780484e+00
1,455,92,Blumen,Fenster,0,2.792125e+00
1,456,95,Abend,Abend,1,1.638044e+00
1,457,94,Abend,Aegypten,0,1.194058e+00
1,458,97,Abend,Abend,1,1.342033e+00
1,459,96,Fenster,Fenster,1,1.798198e+00
1,460,95,Allee,Vogel,0,2.098255e+00
1,461,98,Bruecke,Bruecke,1,1.847725e+00
1,462,97,Abend,Abend,1,1.501982e+00
1,463,96,Tor,Tor,1,2.144188e+00
1,464,95,Blumen,Blumen,1,1.428333e+00
1,465,94,Bruecke,Bruecke,1,1.786066e+00
1,466,93,Fische,Fische,1,1.995720e+00
1,467,92,Abend,Abend,1,1.526316e+00
1,468,91,Fische,Vogel,0,2.387785e+00
1,469,94,Bruecke,Blumen,0,1.569651e+00
1,470,97,Allee,Allee,1,1.598160e+00
1,471,96,Blumen,Blumen,1,1.444037e+00
1,472,95,Blumen,Blumen,1,1.431992e+00
1,473,94,Aegypten,Aegypten,1,1.951818e+00
1,474,93,Aegypten,Aegypten,1,5.128075e+00
1,475,92,Aegypten,Aegypten,1,2.350145e+00
1,476,91,Bruecke,Bruecke,1,2.360379e+00
1,477,90,Vogel,Fische,0,3.609831e+00
1,478,93,Blumen,Blumen,1,1.994053e+00
1,479,92,Aegypten,Aegypten,1,2.198128e+00
1,480,91,Bruecke,Bruecke,1,1.928213e+00
1,481,90,Tor,Bruecke,0,1.726155e+00
1,482,93,Aegypten,Aegypten,1,2.155573e+00
1,483,92,Fische,Blumen,0,4.195853e+00
1,484,95,Aegypten,Aegypten,1,1.898016e+00
1,485,94,Aegypten,Aegypten,1,1.900012e+00
1,486,93,Vogel,Vogel,1,4.452090e+00
1,487,92,Tor,Tor,1,3.769548e+00
1,488,91,Berg,Allee,0,3.068351e+00
1,489,94,Bruecke,Bruecke,1,2.337875e+00
1,490,93,Allee,Allee,1,1.961635e+00
1,491,92,Abend,Abend,1,1.704011e+00
1,492,91,Allee,Allee,1,2.987987e+00
1,493,90,Abend,Abend,1,2.074172e+00
1,494,89,Blumen,Blumen,1,1.835598e+00
1,495,88,Allee,Berg,0,2.039678e+00
1,496,91,Abend,Abend,1,1.611731e+00
1,497,90,Tor,Tor,1,2.058021e+00
1,498,89,Aegypten,Aegypten,1,1.831568e+00
1,499,88,Tor,Vogel,0,2.100086e+00
1,500,91,Aegypten,Aegypten,1,1.502253e+00
1,501,90,Aegypten,Aegypten,1,1.826155e+00
1,502,89,Tor,Tor,1,2.109735e+00
1,503,88,Bruecke,Bruecke,1,1.641927e+00
1,504,87,Tor,Vogel,0,3.084038e+00
1,505,90,Allee,Allee,1,2.499836e+00
1,506,89,Fische,Fische,1,1.903865e+00
1,507,88,Blumen,Blumen,1,2.743849e+00
1,508,87,Fenster,Fenster,1,1.647571e+00
1,509,86,Berg,Berg,1,4.067602e+00
1,510,85,Fenster,Fenster,1,1.660035e+00
1,511,84,Vogel,Bruecke,0,1.586264e+00
1,512,87,Allee,Berg,0,1.469890e+00
1,513,90,Vogel,Tor,0,2.570346e+00
1,514,93,Berg,Allee,0,1.780059e+00
1,515,96,Bruecke,Bruecke,1,1.681643e+00
1,516,95,Allee,Allee,1,1.795536e+00
1,517,94,Bruecke,Bruecke,1,1.677663e+00
1,518,93,Fenster,Fische,0,2.086368e+00
1,519,96,Abend,Abend,1,1.868399e+00
1,520,95,Berg,Berg,1,2.579652e+00
1,521,94,Abend,Abend,1,2.294355e+00
1,522,93,Fische,Vogel,0,2.031615e+00
1,523,96,Fenster,Fenster,1,2.883633e+00
1,524,95,Bruecke,Bruecke,1,1.836446e+00
1,525,94,Berg,Abend,0,2.498417e+00
1,526,97,Abend,Abend,1,6.148695e+00
1,527,96,Bruecke,Bruecke,1,1.822030e+00
1,528,95,Allee,Allee,1,1.551809e+00
1,529,94,Fenster,Fenster,1,1.687926e+00
1,530,93,Aegypten,Aegypten,1,1.433610e+00
1,531,92,Tor,Tor,1,1.768430e+00
1,532,91,Bruecke,Bruecke,1,2.043988e+00
1,533,90,Bruecke,Bruecke,1,1.505799e+00
1,534,89,Tor,Tor,1,3.263821e+00
1,535,88,Allee,Allee,1,1.712166e+00
1,536,87,Allee,Allee,1,3.864429e+00
1,537,86,Blumen,Blumen,1,1.724547e+00
1,538,85,Abend,Abend,1,2.027958e+00
1,539,84,Tor,Tor,1,1.723767e+00
1,540,83,Allee,Allee,1,2.089982e+00
1,541,82,Allee,Berg,0,1.619707e+00
1,542,85,Abend,Abend,1,2.250023e+00
1,543,84,Vogel,Tor,0,2.486123e+00
1,544,87,Berg,Berg,1,3.053955e+00
1,545,86,Bruecke,Bruecke,1,1.647738e+00
